Prompt: E = 4.29288, Q = 8808.75, Time = 2025-08-30 03:06:38.6
Prompt: E = 6.14338, Q = 12551.1, Time = 2025-10-18 11:02:29.1
Delayed: E = 2.0985, Q = 4749.32, Time = 2025-10-18 11:02:29.1
Prompt: E = 4.15814, Q = 8492.74, Time = 2025-10-18 11:32:08.4
Delayed: E = 2.25367, Q = 4854.16, Time = 2025-10-18 11:32:08.4
Prompt: E = 5.16057, Q = 10827.3, Time = 2025-10-18 11:42:55.7
Delayed: E = 2.11623, Q = 4890.88, Time = 2025-10-18 11:42:55.7
Prompt: E = 3.2453, Q = 6402.94, Time = 2025-10-18 11:58:58.0
Delayed: E = 2.26073, Q = 4616.76, Time = 2025-10-18 11:58:58.0
Prompt: E = 6.07922, Q = 12660.2, Time = 2025-10-18 12:55:08.7
Delayed: E = 2.21058, Q = 4904.3, Time = 2025-10-18 12:55:08.7
Prompt: E = 6.03487, Q = 12644.4, Time = 2025-10-18 13:16:29.4
Delayed: E = 2.17558, Q = 4777.31, Time = 2025-10-18 13:16:29.4
Prompt: E = 3.43123, Q = 7564.32, Time = 2025-10-18 13:25:35.3
Delayed: E = 2.12147, Q = 4821.69, Time = 2025-10-18 13:25:35.3
Prompt: E = 1.7908, Q = 3631.19, Time = 2025-10-18 13:33:48.6
Delayed: E = 2.24008, Q = 4504.06, Time = 2025-10-18 13:33:48.6
Prompt: E = 4.83181, Q = 10506.7, Time = 2025-10-18 13:41:23.4
Delayed: E = 2.25892, Q = 5101.04, Time = 2025-10-18 13:41:23.4
Prompt: E = 3.74462, Q = 7770.94, Time = 2025-10-18 14:20:57.6
Delayed: E = 2.2066, Q = 4747.42, Time = 2025-10-18 14:20:57.6
Prompt: E = 1.24078, Q = 2919.04, Time = 2025-10-18 16:54:10.7
Delayed: E = 2.35035, Q = 5183.55, Time = 2025-10-18 16:54:10.7
Prompt: E = 3.19763, Q = 6738.38, Time = 2025-10-18 17:09:36.6
Delayed: E = 2.17813, Q = 4955.06, Time = 2025-10-18 17:09:36.6
Prompt: E = 6.46714, Q = 12150.8, Time = 2025-10-18 17:12:16.4
Delayed: E = 2.22921, Q = 4538.24, Time = 2025-10-18 17:12:16.4
Prompt: E = 4.72168, Q = 9993.79, Time = 2025-10-18 17:55:53.1
Delayed: E = 2.10042, Q = 4818.8, Time = 2025-10-18 17:55:53.1
Prompt: E = 3.70845, Q = 7650.98, Time = 2025-10-18 20:14:11.7
Delayed: E = 2.1967, Q = 4796.23, Time = 2025-10-18 20:14:11.7
Prompt: E = 1.87783, Q = 4257.99, Time = 2025-10-18 21:14:55.6
Delayed: E = 2.21521, Q = 4888.17, Time = 2025-10-18 21:14:55.6
Prompt: E = 5.38399, Q = 10658.3, Time = 2025-10-18 21:42:12.2
Delayed: E = 2.2357, Q = 4643.85, Time = 2025-10-18 21:42:12.2
Prompt: E = 6.35815, Q = 12785.5, Time = 2025-10-18 23:13:03.2
Delayed: E = 2.17397, Q = 4625.33, Time = 2025-10-18 23:13:03.2
Prompt: E = 6.1007, Q = 12771.5, Time = 2025-10-18 23:26:00.1
Delayed: E = 2.18178, Q = 4898.6, Time = 2025-10-18 23:26:00.1
Prompt: E = 5.93411, Q = 12093.8, Time = 2025-10-19 00:00:55.8
Delayed: E = 2.17054, Q = 4728.11, Time = 2025-10-19 00:00:55.8
Prompt: E = 2.15334, Q = 4831.94, Time = 2025-10-19 00:30:56.8
Delayed: E = 2.2947, Q = 4908.83, Time = 2025-10-19 00:30:56.8
Prompt: E = 1.00805, Q = 2444.06, Time = 2025-10-19 00:53:43.3
Delayed: E = 2.19697, Q = 4860, Time = 2025-10-19 00:53:43.3
Prompt: E = 4.69407, Q = 9331.19, Time = 2025-10-19 01:20:42.5
Delayed: E = 2.29938, Q = 4773.87, Time = 2025-10-19 01:20:42.5
Prompt: E = 1.34384, Q = 3087.71, Time = 2025-10-19 01:25:06.6
Delayed: E = 2.22278, Q = 4889.47, Time = 2025-10-19 01:25:06.6
Prompt: E = 2.10552, Q = 4377.16, Time = 2025-10-19 01:28:53.9
Delayed: E = 2.16387, Q = 4575.95, Time = 2025-10-19 01:28:53.9
Prompt: E = 3.71864, Q = 7630.2, Time = 2025-10-19 01:30:15.4
Delayed: E = 2.2003, Q = 4818.47, Time = 2025-10-19 01:30:15.4
Prompt: E = 5.20544, Q = 10855.7, Time = 2025-10-19 01:32:58.3
Delayed: E = 2.11118, Q = 4765.5, Time = 2025-10-19 01:32:58.3
Prompt: E = 3.47917, Q = 7508.91, Time = 2025-10-19 02:03:21.0
Delayed: E = 2.13232, Q = 4687.4, Time = 2025-10-19 02:03:21.0
Prompt: E = 2.81596, Q = 6198.17, Time = 2025-10-19 03:18:05.4
Delayed: E = 2.26409, Q = 5064.35, Time = 2025-10-19 03:18:05.4
Prompt: E = 3.70496, Q = 7525.35, Time = 2025-10-19 03:26:00.9
Delayed: E = 2.24412, Q = 4756.66, Time = 2025-10-19 03:26:00.9
Prompt: E = 5.35392, Q = 10477.8, Time = 2025-10-19 03:59:07.0
Delayed: E = 2.1811, Q = 4575.07, Time = 2025-10-19 03:59:07.0
Prompt: E = 3.4405, Q = 7215.4, Time = 2025-10-19 04:01:56.7
Delayed: E = 2.20454, Q = 4733.53, Time = 2025-10-19 04:01:56.7
Prompt: E = 5.27262, Q = 10765.3, Time = 2025-10-19 04:09:23.7
Delayed: E = 2.14882, Q = 4734.89, Time = 2025-10-19 04:09:23.7
Prompt: E = 3.70473, Q = 7282.71, Time = 2025-10-19 05:30:48.3
Delayed: E = 2.19952, Q = 4596.71, Time = 2025-10-19 05:30:48.3
Prompt: E = 4.16916, Q = 8110.15, Time = 2025-10-19 05:31:53.1
Delayed: E = 2.28883, Q = 4649.26, Time = 2025-10-19 05:31:53.1
Prompt: E = 2.39631, Q = 4932.1, Time = 2025-10-19 05:38:23.8
Delayed: E = 2.24886, Q = 4593.94, Time = 2025-10-19 05:38:23.8
Prompt: E = 3.37675, Q = 6857.59, Time = 2025-10-19 06:04:17.4
Delayed: E = 2.23433, Q = 4716.28, Time = 2025-10-19 06:04:17.4
Prompt: E = 3.20163, Q = 6424.27, Time = 2025-10-19 06:06:50.7
Delayed: E = 2.21603, Q = 4506.16, Time = 2025-10-19 06:06:50.7
Prompt: E = 2.54126, Q = 5568.11, Time = 2025-10-19 06:35:47.3
Delayed: E = 2.30089, Q = 5370.46, Time = 2025-10-19 06:35:47.3
Prompt: E = 5.70938, Q = 11145.3, Time = 2025-10-19 07:10:18.6
Delayed: E = 2.15772, Q = 4652.72, Time = 2025-10-19 07:10:18.6
Prompt: E = 3.70116, Q = 7566.75, Time = 2025-10-19 07:42:28.7
Delayed: E = 2.17787, Q = 4673.98, Time = 2025-10-19 07:42:28.7
Prompt: E = 7.36077, Q = 14934.7, Time = 2025-10-19 07:44:46.9
Delayed: E = 2.20038, Q = 4855.09, Time = 2025-10-19 07:44:46.9
Prompt: E = 7.9476, Q = 15210.4, Time = 2025-10-19 08:11:01.5
Delayed: E = 2.20781, Q = 4574.25, Time = 2025-10-19 08:11:01.5
Prompt: E = 4.85429, Q = 9278.02, Time = 2025-10-19 08:15:13.9
Delayed: E = 2.14197, Q = 4377.28, Time = 2025-10-19 08:15:13.9
Prompt: E = 4.55743, Q = 9402.89, Time = 2025-10-19 08:16:46.0
Delayed: E = 2.20388, Q = 4802.06, Time = 2025-10-19 08:16:46.0
Prompt: E = 5.15748, Q = 10217.7, Time = 2025-10-19 09:29:28.9
Delayed: E = 2.25778, Q = 4623.58, Time = 2025-10-19 09:29:28.9
Prompt: E = 1.23776, Q = 2827.8, Time = 2025-10-19 09:30:01.6
Delayed: E = 2.20102, Q = 4837.56, Time = 2025-10-19 09:30:01.6
Prompt: E = 2.03255, Q = 4524.86, Time = 2025-10-19 09:57:38.3
Delayed: E = 2.26092, Q = 5052.59, Time = 2025-10-19 09:57:38.3
Prompt: E = 4.12567, Q = 8325.88, Time = 2025-10-19 11:06:49.5
Delayed: E = 2.23728, Q = 4641.03, Time = 2025-10-19 11:06:49.5
Prompt: E = 4.76185, Q = 9490.39, Time = 2025-10-19 11:28:29.7
Delayed: E = 2.08624, Q = 4358.29, Time = 2025-10-19 11:28:29.7
Prompt: E = 6.13502, Q = 12935.8, Time = 2025-10-19 11:30:46.6
Delayed: E = 2.27136, Q = 5017.29, Time = 2025-10-19 11:30:46.6
Prompt: E = 1.68317, Q = 3594.39, Time = 2025-10-19 11:46:48.6
Delayed: E = 2.22728, Q = 4575.22, Time = 2025-10-19 11:46:48.6
Prompt: E = 7.78919, Q = 14827.8, Time = 2025-10-19 11:54:12.8
Delayed: E = 2.14257, Q = 4549.36, Time = 2025-10-19 11:54:12.8
Prompt: E = 4.09283, Q = 8207.66, Time = 2025-10-19 11:54:12.8
Delayed: E = 2.16318, Q = 4401.69, Time = 2025-10-19 11:54:12.8
Prompt: E = 4.41026, Q = 8452.86, Time = 2025-10-19 12:26:26.4
Delayed: E = 2.16508, Q = 4419.22, Time = 2025-10-19 12:26:26.4
Prompt: E = 5.30942, Q = 11187.6, Time = 2025-10-19 13:30:41.0
Delayed: E = 2.19447, Q = 4973.94, Time = 2025-10-19 13:30:41.0
Prompt: E = 1.09541, Q = 2488.53, Time = 2025-10-19 13:33:56.7
Delayed: E = 2.23496, Q = 4587.63, Time = 2025-10-19 13:33:56.7
Prompt: E = 9.05164, Q = 18320.6, Time = 2025-10-19 13:45:25.9
Delayed: E = 2.14573, Q = 4707.97, Time = 2025-10-19 13:45:25.9
Prompt: E = 1.50193, Q = 3384.54, Time = 2025-10-19 14:11:47.4
Delayed: E = 2.15121, Q = 4584.96, Time = 2025-10-19 14:11:47.4
Prompt: E = 4.76492, Q = 9725.45, Time = 2025-10-19 14:12:02.8
Delayed: E = 2.19869, Q = 4696.13, Time = 2025-10-19 14:12:02.8
Prompt: E = 1.55036, Q = 3549.15, Time = 2025-10-19 14:27:08.1
Delayed: E = 2.10999, Q = 4638.78, Time = 2025-10-19 14:27:08.1
Prompt: E = 6.72116, Q = 12601.6, Time = 2025-10-19 14:37:25.7
Delayed: E = 2.18694, Q = 4623.83, Time = 2025-10-19 14:37:25.7
Prompt: E = 2.39975, Q = 4881.67, Time = 2025-10-19 14:37:52.1
Delayed: E = 2.20009, Q = 4610.41, Time = 2025-10-19 14:37:52.1
Prompt: E = 2.93224, Q = 6031.63, Time = 2025-10-19 14:44:03.5
Delayed: E = 2.31492, Q = 4829.2, Time = 2025-10-19 14:44:03.5
Prompt: E = 1.93014, Q = 4013.22, Time = 2025-10-19 15:17:55.7
Delayed: E = 2.19037, Q = 4627.25, Time = 2025-10-19 15:17:55.7
Prompt: E = 4.99405, Q = 9748.03, Time = 2025-10-19 16:58:32.3
Delayed: E = 2.14881, Q = 4489.19, Time = 2025-10-19 16:58:32.3
Prompt: E = 3.65404, Q = 7239.52, Time = 2025-10-19 17:16:41.6
Delayed: E = 2.34665, Q = 4707.94, Time = 2025-10-19 17:16:41.6
Prompt: E = 1.13106, Q = 2530.42, Time = 2025-10-19 17:18:15.8
Delayed: E = 2.28132, Q = 4784.27, Time = 2025-10-19 17:18:15.8
Prompt: E = 3.695, Q = 7339.8, Time = 2025-10-19 17:59:53.2
Delayed: E = 2.2072, Q = 4500.63, Time = 2025-10-19 17:59:53.2
Prompt: E = 6.34752, Q = 13210.7, Time = 2025-10-19 18:05:32.7
Delayed: E = 2.1933, Q = 4884.45, Time = 2025-10-19 18:05:32.7
Prompt: E = 3.59521, Q = 7452.33, Time = 2025-10-19 18:12:48.9
Delayed: E = 2.12348, Q = 4528.26, Time = 2025-10-19 18:12:48.9
Prompt: E = 4.38555, Q = 9173.52, Time = 2025-10-19 18:45:13.8
Delayed: E = 2.25244, Q = 5025.06, Time = 2025-10-19 18:45:13.8
Prompt: E = 2.70141, Q = 5765.63, Time = 2025-10-19 19:22:02.2
Delayed: E = 2.23375, Q = 4966.34, Time = 2025-10-19 19:22:02.2
Prompt: E = 4.6891, Q = 9009.98, Time = 2025-10-19 19:39:13.3
Delayed: E = 2.21615, Q = 4571.42, Time = 2025-10-19 19:39:13.3
Prompt: E = 4.9994, Q = 10286.2, Time = 2025-10-19 19:39:22.1
Delayed: E = 2.30594, Q = 5126.98, Time = 2025-10-19 19:39:22.1
Prompt: E = 5.56709, Q = 11658.7, Time = 2025-10-19 21:27:29.9
Delayed: E = 2.20565, Q = 4832.53, Time = 2025-10-19 21:27:29.9
Prompt: E = 5.78294, Q = 11483.1, Time = 2025-10-20 00:24:47.2
Delayed: E = 2.19608, Q = 4617.28, Time = 2025-10-20 00:24:47.2
Prompt: E = 1.46452, Q = 3392.06, Time = 2025-10-20 00:28:23.5
Delayed: E = 2.24664, Q = 4974.54, Time = 2025-10-20 00:28:23.5
Prompt: E = 4.969, Q = 9517.55, Time = 2025-10-20 00:31:21.6
Delayed: E = 2.19881, Q = 4411.93, Time = 2025-10-20 00:31:21.6
Prompt: E = 2.14873, Q = 4182.81, Time = 2025-10-20 00:32:21.4
Delayed: E = 2.10985, Q = 3833.86, Time = 2025-10-20 00:32:21.4
Prompt: E = 4.83021, Q = 9648.47, Time = 2025-10-20 00:51:18.9
Delayed: E = 2.34548, Q = 4982.47, Time = 2025-10-20 00:51:18.9
Prompt: E = 4.69193, Q = 9123.65, Time = 2025-10-20 02:08:09.4
Delayed: E = 2.32726, Q = 4907.06, Time = 2025-10-20 02:08:09.4
Prompt: E = 1.92763, Q = 4034.18, Time = 2025-10-20 02:28:07.8
Delayed: E = 2.24764, Q = 4835.24, Time = 2025-10-20 02:28:07.8
Prompt: E = 2.10581, Q = 4681.3, Time = 2025-10-20 02:40:29.3
Delayed: E = 2.14462, Q = 4633.23, Time = 2025-10-20 02:40:29.3
Prompt: E = 2.83436, Q = 6246.87, Time = 2025-10-20 03:15:36.5
Delayed: E = 2.24757, Q = 5136.14, Time = 2025-10-20 03:15:36.5
Prompt: E = 1.59887, Q = 3609.4, Time = 2025-10-20 04:10:12.4
Delayed: E = 2.08508, Q = 4660.05, Time = 2025-10-20 04:10:12.4
Prompt: E = 3.89866, Q = 8134.62, Time = 2025-10-20 04:19:19.8
Delayed: E = 2.13217, Q = 4679.03, Time = 2025-10-20 04:19:19.8
Prompt: E = 4.24828, Q = 8638.56, Time = 2025-10-20 05:30:13.9
Delayed: E = 2.13358, Q = 4675.25, Time = 2025-10-20 05:30:13.9
Prompt: E = 6.1028, Q = 12802.9, Time = 2025-10-20 05:57:08.8
Delayed: E = 2.15899, Q = 4744.9, Time = 2025-10-20 05:57:08.8
Prompt: E = 3.32584, Q = 6993.21, Time = 2025-10-20 06:09:36.0
Delayed: E = 2.2138, Q = 4836.99, Time = 2025-10-20 06:09:36.0
Prompt: E = 4.53326, Q = 9093.47, Time = 2025-10-20 06:55:10.5
Delayed: E = 2.31291, Q = 4814.18, Time = 2025-10-20 06:55:10.5
Prompt: E = 1.20261, Q = 2669.41, Time = 2025-10-20 07:46:12.5
Delayed: E = 2.13701, Q = 4359.15, Time = 2025-10-20 07:46:12.5
Prompt: E = 5.42569, Q = 11515.3, Time = 2025-10-20 08:09:51.2
Delayed: E = 2.29626, Q = 5161.49, Time = 2025-10-20 08:09:51.2
Prompt: E = 5.74704, Q = 12111.6, Time = 2025-10-20 08:42:02.1
Delayed: E = 2.18655, Q = 4837.03, Time = 2025-10-20 08:42:02.1
Prompt: E = 4.16166, Q = 8516.28, Time = 2025-10-20 09:04:43.7
Delayed: E = 2.25498, Q = 4976.19, Time = 2025-10-20 09:04:43.7
Prompt: E = 2.03968, Q = 4324.51, Time = 2025-10-20 09:24:29.0
Delayed: E = 2.26436, Q = 4874.31, Time = 2025-10-20 09:24:29.0
Prompt: E = 3.72851, Q = 7811.69, Time = 2025-10-20 10:42:04.9
Delayed: E = 2.23678, Q = 4863.88, Time = 2025-10-20 10:42:04.9
Prompt: E = 5.66406, Q = 11121.6, Time = 2025-10-20 11:12:06.4
Delayed: E = 2.10111, Q = 4515.93, Time = 2025-10-20 11:12:06.4
Prompt: E = 5.08651, Q = 10624.7, Time = 2025-10-20 12:24:10.6
Delayed: E = 2.18454, Q = 4820.75, Time = 2025-10-20 12:24:10.6
Prompt: E = 2.98878, Q = 5808.61, Time = 2025-10-20 12:48:43.3
Delayed: E = 2.20467, Q = 4527.03, Time = 2025-10-20 12:48:43.3
Prompt: E = 4.63482, Q = 9514.26, Time = 2025-10-20 13:12:51.1
Delayed: E = 2.18944, Q = 4834.18, Time = 2025-10-20 13:12:51.1
Prompt: E = 4.57169, Q = 8668.34, Time = 2025-10-20 13:48:17.9
Delayed: E = 2.12213, Q = 4403.92, Time = 2025-10-20 13:48:17.9
Prompt: E = 2.63707, Q = 5502.31, Time = 2025-10-20 13:55:41.2
Delayed: E = 2.12235, Q = 4492.09, Time = 2025-10-20 13:55:41.2
Prompt: E = 5.91191, Q = 11820.1, Time = 2025-10-20 14:32:38.1
Delayed: E = 2.3031, Q = 4926.52, Time = 2025-10-20 14:32:38.1
Prompt: E = 4.5389, Q = 9269.69, Time = 2025-10-20 14:52:53.8
Delayed: E = 2.15244, Q = 4696.55, Time = 2025-10-20 14:52:53.8
Prompt: E = 5.91735, Q = 12298.9, Time = 2025-10-20 15:16:43.1
Delayed: E = 2.14131, Q = 4461.53, Time = 2025-10-20 15:16:43.1
Prompt: E = 2.44038, Q = 5004.55, Time = 2025-10-20 15:26:49.9
Delayed: E = 2.26205, Q = 4668.07, Time = 2025-10-20 15:26:49.9
Prompt: E = 5.51322, Q = 11648.2, Time = 2025-10-20 15:58:16.4
Delayed: E = 2.10565, Q = 4729.45, Time = 2025-10-20 15:58:16.4
Prompt: E = 1.93555, Q = 4142.06, Time = 2025-10-20 15:58:55.5
Delayed: E = 2.17651, Q = 4661.17, Time = 2025-10-20 15:58:55.5
Prompt: E = 4.443, Q = 8741.58, Time = 2025-10-20 16:23:01.7
Delayed: E = 2.19406, Q = 4517.82, Time = 2025-10-20 16:23:01.7
Prompt: E = 6.11499, Q = 12503.8, Time = 2025-10-20 16:24:42.9
Delayed: E = 2.2692, Q = 5099.97, Time = 2025-10-20 16:24:42.9
Prompt: E = 5.49881, Q = 11273.7, Time = 2025-10-20 16:38:55.2
Delayed: E = 2.15026, Q = 4770.69, Time = 2025-10-20 16:38:55.2
Prompt: E = 1.22586, Q = 2801.59, Time = 2025-10-20 18:04:52.2
Delayed: E = 2.15611, Q = 4562.4, Time = 2025-10-20 18:04:52.2
Prompt: E = 4.36772, Q = 8912.98, Time = 2025-10-20 18:05:56.5
Delayed: E = 2.15965, Q = 4774.19, Time = 2025-10-20 18:05:56.5
Prompt: E = 4.46053, Q = 9218.74, Time = 2025-10-20 18:34:57.9
Delayed: E = 2.29355, Q = 5043.26, Time = 2025-10-20 18:34:57.9
Prompt: E = 4.57024, Q = 8967.63, Time = 2025-10-20 19:57:25.3
Delayed: E = 2.20478, Q = 4586.98, Time = 2025-10-20 19:57:25.3
Prompt: E = 4.20505, Q = 8711.19, Time = 2025-10-20 21:40:22.6
Delayed: E = 2.26777, Q = 4943.55, Time = 2025-10-20 21:40:22.6
Prompt: E = 2.99484, Q = 5890.36, Time = 2025-10-21 00:17:48.8
Delayed: E = 2.20519, Q = 4309.87, Time = 2025-10-21 00:17:48.8
Prompt: E = 2.97805, Q = 6461.89, Time = 2025-10-21 00:23:03.9
Delayed: E = 2.23164, Q = 5038.95, Time = 2025-10-21 00:23:03.9
Prompt: E = 3.39854, Q = 6924.07, Time = 2025-10-21 00:25:25.8
Delayed: E = 2.18878, Q = 4725.5, Time = 2025-10-21 00:25:25.8
Prompt: E = 3.34585, Q = 7035.37, Time = 2025-10-21 02:20:25.7
Delayed: E = 2.15694, Q = 4684.35, Time = 2025-10-21 02:20:25.7
Prompt: E = 5.63855, Q = 11829.6, Time = 2025-10-21 02:51:16.0
Delayed: E = 2.23897, Q = 4985.15, Time = 2025-10-21 02:51:16.0
Prompt: E = 6.00359, Q = 11886, Time = 2025-10-21 03:34:27.3
Delayed: E = 2.1742, Q = 4657.68, Time = 2025-10-21 03:34:27.3
Prompt: E = 8.45603, Q = 16180, Time = 2025-10-21 03:41:46.8
Delayed: E = 2.14455, Q = 4505.87, Time = 2025-10-21 03:41:46.8
Prompt: E = 2.7146, Q = 5921.4, Time = 2025-10-21 06:38:57.7
Delayed: E = 2.24957, Q = 4922.23, Time = 2025-10-21 06:38:57.7
Prompt: E = 5.02607, Q = 10031.2, Time = 2025-10-21 06:59:07.5
Delayed: E = 2.22822, Q = 4848.2, Time = 2025-10-21 06:59:07.5
Prompt: E = 1.15423, Q = 2665.7, Time = 2025-10-21 07:01:57.5
Delayed: E = 2.18769, Q = 4507.17, Time = 2025-10-21 07:01:57.5
Prompt: E = 2.8503, Q = 6094.6, Time = 2025-10-21 08:15:00.4
Delayed: E = 2.22193, Q = 4831.19, Time = 2025-10-21 08:15:00.4
Prompt: E = 4.2375, Q = 8956.62, Time = 2025-10-21 08:24:37.0
Delayed: E = 2.20275, Q = 4801.1, Time = 2025-10-21 08:24:37.0
Prompt: E = 5.83942, Q = 11632.8, Time = 2025-10-21 08:27:08.8
Delayed: E = 2.22166, Q = 4602.04, Time = 2025-10-21 08:27:08.8
Prompt: E = 4.37718, Q = 8887.74, Time = 2025-10-21 11:20:05.5
Delayed: E = 2.17529, Q = 4772.86, Time = 2025-10-21 11:20:05.5
Prompt: E = 6.50968, Q = 13237.6, Time = 2025-10-21 11:44:31.5
Delayed: E = 2.19359, Q = 4803.9, Time = 2025-10-21 11:44:31.5
Prompt: E = 2.07592, Q = 4360.93, Time = 2025-10-21 13:21:44.7
Delayed: E = 2.15343, Q = 4568.93, Time = 2025-10-21 13:21:44.7
Prompt: E = 2.59421, Q = 5655.54, Time = 2025-10-21 13:24:16.4
Delayed: E = 2.20567, Q = 4986.18, Time = 2025-10-21 13:24:16.4
Prompt: E = 1.79042, Q = 4009.19, Time = 2025-10-21 14:03:07.9
Delayed: E = 2.26557, Q = 5026.62, Time = 2025-10-21 14:03:07.9
Prompt: E = 2.08737, Q = 4781.2, Time = 2025-10-21 14:07:49.7
Delayed: E = 2.1778, Q = 4948.65, Time = 2025-10-21 14:07:49.7
Prompt: E = 2.5341, Q = 5130.9, Time = 2025-10-21 14:40:37.0
Delayed: E = 2.25781, Q = 4684.95, Time = 2025-10-21 14:40:37.0
Prompt: E = 1.95658, Q = 4504.58, Time = 2025-10-21 15:26:28.1
Delayed: E = 2.22198, Q = 4837.67, Time = 2025-10-21 15:26:28.1
Prompt: E = 3.44876, Q = 7112.11, Time = 2025-10-21 15:41:48.1
Delayed: E = 2.23334, Q = 4810.74, Time = 2025-10-21 15:41:48.1
Prompt: E = 2.96586, Q = 6264.55, Time = 2025-10-21 16:44:00.6
Delayed: E = 2.20067, Q = 4665.02, Time = 2025-10-21 16:44:00.6
Prompt: E = 2.35438, Q = 5164.17, Time = 2025-10-21 16:45:50.4
Delayed: E = 2.10848, Q = 4717.03, Time = 2025-10-21 16:45:50.4
Prompt: E = 6.38108, Q = 13353.1, Time = 2025-10-21 16:53:33.8
Delayed: E = 2.21773, Q = 5006.49, Time = 2025-10-21 16:53:33.8
Prompt: E = 1.33244, Q = 3003.89, Time = 2025-10-21 16:59:16.6
Delayed: E = 2.16938, Q = 4498.64, Time = 2025-10-21 16:59:16.6
Prompt: E = 4.65737, Q = 9734.65, Time = 2025-10-21 17:11:57.3
Delayed: E = 2.1578, Q = 4796.05, Time = 2025-10-21 17:11:57.3
Prompt: E = 0.935221, Q = 2304.41, Time = 2025-10-21 17:16:40.6
Delayed: E = 2.20997, Q = 4847.57, Time = 2025-10-21 17:16:40.6
Prompt: E = 1.66263, Q = 3619.91, Time = 2025-10-21 17:50:42.5
Delayed: E = 2.17532, Q = 4500.65, Time = 2025-10-21 17:50:42.5
Prompt: E = 3.00301, Q = 6160.49, Time = 2025-10-21 20:09:40.9
Delayed: E = 2.23839, Q = 4582.88, Time = 2025-10-21 20:09:40.9
Prompt: E = 2.09266, Q = 4511.53, Time = 2025-10-21 20:55:52.2
Delayed: E = 2.207, Q = 4969.61, Time = 2025-10-21 20:55:52.2
Prompt: E = 4.90575, Q = 9626.12, Time = 2025-10-21 21:27:04.8
Delayed: E = 2.15866, Q = 4435.61, Time = 2025-10-21 21:27:04.8
Prompt: E = 1.54298, Q = 3429.82, Time = 2025-10-21 21:34:55.3
Delayed: E = 2.18199, Q = 4909.74, Time = 2025-10-21 21:34:55.3
Prompt: E = 5.50704, Q = 11085, Time = 2025-10-21 21:49:08.3
Delayed: E = 2.18705, Q = 4760.11, Time = 2025-10-21 21:49:08.3
Prompt: E = 4.57839, Q = 9415.97, Time = 2025-10-21 21:57:33.3
Delayed: E = 2.15811, Q = 4715.78, Time = 2025-10-21 21:57:33.3
Prompt: E = 4.36898, Q = 8627.49, Time = 2025-10-21 21:58:08.9
Delayed: E = 2.24387, Q = 4608.3, Time = 2025-10-21 21:58:08.9
Prompt: E = 3.78552, Q = 7736.4, Time = 2025-10-21 22:13:45.7
Delayed: E = 2.21788, Q = 4944.18, Time = 2025-10-21 22:13:45.7
Prompt: E = 1.08466, Q = 2675.36, Time = 2025-10-21 22:17:26.1
Delayed: E = 2.30899, Q = 4888.14, Time = 2025-10-21 22:17:26.1
Prompt: E = 5.64894, Q = 11775.7, Time = 2025-10-21 22:25:51.9
Delayed: E = 2.17075, Q = 4917.78, Time = 2025-10-21 22:25:51.9
Prompt: E = 4.24285, Q = 9032.42, Time = 2025-10-21 22:48:13.6
Delayed: E = 2.24338, Q = 5092.5, Time = 2025-10-21 22:48:13.6
Prompt: E = 1.25924, Q = 2759.86, Time = 2025-10-21 23:44:48.6
Delayed: E = 2.18588, Q = 4495.69, Time = 2025-10-21 23:44:48.6
Prompt: E = 3.51155, Q = 7405.08, Time = 2025-10-22 16:08:24.0
Delayed: E = 2.15808, Q = 4841.53, Time = 2025-10-22 16:08:24.0
Prompt: E = 2.09623, Q = 4230.94, Time = 2025-10-22 16:21:36.4
Delayed: E = 2.22151, Q = 4573.47, Time = 2025-10-22 16:21:36.4
Prompt: E = 2.687, Q = 5766.85, Time = 2025-10-22 16:25:17.8
Delayed: E = 2.07312, Q = 4476.91, Time = 2025-10-22 16:25:17.8
Prompt: E = 4.37452, Q = 8363.04, Time = 2025-10-22 16:55:00.9
Delayed: E = 2.21999, Q = 4489.12, Time = 2025-10-22 16:55:00.9
Prompt: E = 1.08675, Q = 2435.33, Time = 2025-10-22 17:25:22.1
Delayed: E = 2.19681, Q = 4551.79, Time = 2025-10-22 17:25:22.1
Prompt: E = 5.31925, Q = 10048.3, Time = 2025-10-22 18:10:22.3
Delayed: E = 2.22771, Q = 4443.96, Time = 2025-10-22 18:10:22.3
Prompt: E = 5.52203, Q = 11062, Time = 2025-10-22 18:42:57.7
Delayed: E = 2.24877, Q = 4756.59, Time = 2025-10-22 18:42:57.7
Prompt: E = 2.73615, Q = 5639.1, Time = 2025-10-22 18:49:06.0
Delayed: E = 2.14398, Q = 4533.58, Time = 2025-10-22 18:49:06.0
Prompt: E = 3.53757, Q = 6955.46, Time = 2025-10-22 18:52:49.0
Delayed: E = 2.12449, Q = 4487.95, Time = 2025-10-22 18:52:49.0
Prompt: E = 2.01577, Q = 3997.52, Time = 2025-10-22 19:17:05.1
Delayed: E = 2.07361, Q = 4316.1, Time = 2025-10-22 19:17:05.1
Prompt: E = 4.27703, Q = 9033.64, Time = 2025-10-22 19:38:59.2
Delayed: E = 2.16322, Q = 4897.28, Time = 2025-10-22 19:38:59.2
Prompt: E = 2.61268, Q = 5338.81, Time = 2025-10-22 19:52:48.2
Delayed: E = 2.06761, Q = 4335.92, Time = 2025-10-22 19:52:48.2
