Prompt: E = 4.29288, Time = 2025-08-30 03:06:38.6
Prompt: E = 2.97805, Time = 2025-10-21 00:23:03.9
Delayed: E = 2.23164, Time = 2025-10-21 00:23:03.9
Prompt: E = 3.39854, Time = 2025-10-21 00:25:25.8
Delayed: E = 2.18878, Time = 2025-10-21 00:25:25.8
Prompt: E = 3.34585, Time = 2025-10-21 02:20:25.7
Delayed: E = 2.15694, Time = 2025-10-21 02:20:25.7
Prompt: E = 5.63855, Time = 2025-10-21 02:51:16.0
Delayed: E = 2.23897, Time = 2025-10-21 02:51:16.0
Prompt: E = 6.00359, Time = 2025-10-21 03:34:27.3
Delayed: E = 2.1742, Time = 2025-10-21 03:34:27.3
Prompt: E = 8.45603, Time = 2025-10-21 03:41:46.8
Delayed: E = 2.14455, Time = 2025-10-21 03:41:46.8
Prompt: E = 2.7146, Time = 2025-10-21 06:38:57.7
Delayed: E = 2.24957, Time = 2025-10-21 06:38:57.7
Prompt: E = 5.02607, Time = 2025-10-21 06:59:07.5
Delayed: E = 2.22822, Time = 2025-10-21 06:59:07.5
Prompt: E = 1.15423, Time = 2025-10-21 07:01:57.5
Delayed: E = 2.18769, Time = 2025-10-21 07:01:57.5
Prompt: E = 2.8503, Time = 2025-10-21 08:15:00.4
Delayed: E = 2.22193, Time = 2025-10-21 08:15:00.4
Prompt: E = 4.2375, Time = 2025-10-21 08:24:37.0
Delayed: E = 2.20275, Time = 2025-10-21 08:24:37.0
Prompt: E = 5.83942, Time = 2025-10-21 08:27:08.8
Delayed: E = 2.22166, Time = 2025-10-21 08:27:08.8
Prompt: E = 4.37718, Time = 2025-10-21 11:20:05.5
Delayed: E = 2.17529, Time = 2025-10-21 11:20:05.5
Prompt: E = 6.50968, Time = 2025-10-21 11:44:31.5
Delayed: E = 2.19359, Time = 2025-10-21 11:44:31.5
Prompt: E = 2.07592, Time = 2025-10-21 13:21:44.7
Delayed: E = 2.15343, Time = 2025-10-21 13:21:44.7
Prompt: E = 2.59421, Time = 2025-10-21 13:24:16.4
Delayed: E = 2.20567, Time = 2025-10-21 13:24:16.4
Prompt: E = 1.79042, Time = 2025-10-21 14:03:07.9
Delayed: E = 2.26557, Time = 2025-10-21 14:03:07.9
Prompt: E = 2.08737, Time = 2025-10-21 14:07:49.7
Delayed: E = 2.1778, Time = 2025-10-21 14:07:49.7
Prompt: E = 2.5341, Time = 2025-10-21 14:40:37.0
Delayed: E = 2.25781, Time = 2025-10-21 14:40:37.0
Prompt: E = 1.95658, Time = 2025-10-21 15:26:28.1
Delayed: E = 2.22198, Time = 2025-10-21 15:26:28.1
Prompt: E = 3.44876, Time = 2025-10-21 15:41:48.1
Delayed: E = 2.23334, Time = 2025-10-21 15:41:48.1
Prompt: E = 2.96586, Time = 2025-10-21 16:44:00.6
Delayed: E = 2.20067, Time = 2025-10-21 16:44:00.6
Prompt: E = 2.35438, Time = 2025-10-21 16:45:50.4
Delayed: E = 2.10848, Time = 2025-10-21 16:45:50.4
Prompt: E = 6.38108, Time = 2025-10-21 16:53:33.8
Delayed: E = 2.21773, Time = 2025-10-21 16:53:33.8
Prompt: E = 1.33244, Time = 2025-10-21 16:59:16.6
Delayed: E = 2.16938, Time = 2025-10-21 16:59:16.6
Prompt: E = 4.65737, Time = 2025-10-21 17:11:57.3
Delayed: E = 2.1578, Time = 2025-10-21 17:11:57.3
Prompt: E = 0.935221, Time = 2025-10-21 17:16:40.6
Delayed: E = 2.20997, Time = 2025-10-21 17:16:40.6
Prompt: E = 1.66263, Time = 2025-10-21 17:50:42.5
Delayed: E = 2.17532, Time = 2025-10-21 17:50:42.5
Prompt: E = 3.00301, Time = 2025-10-21 20:09:40.9
Delayed: E = 2.23839, Time = 2025-10-21 20:09:40.9
Prompt: E = 3.88863, Time = 2025-10-21 20:19:31.4
Delayed: E = 2.12609, Time = 2025-10-21 20:19:31.4
Prompt: E = 2.09266, Time = 2025-10-21 20:55:52.2
Delayed: E = 2.207, Time = 2025-10-21 20:55:52.2
Prompt: E = 1.54298, Time = 2025-10-21 21:34:55.3
Delayed: E = 2.18199, Time = 2025-10-21 21:34:55.3
Prompt: E = 5.50704, Time = 2025-10-21 21:49:08.3
Delayed: E = 2.18705, Time = 2025-10-21 21:49:08.3
Prompt: E = 4.57839, Time = 2025-10-21 21:57:33.3
Delayed: E = 2.15811, Time = 2025-10-21 21:57:33.3
Prompt: E = 4.36898, Time = 2025-10-21 21:58:08.9
Delayed: E = 2.24387, Time = 2025-10-21 21:58:08.9
Prompt: E = 3.78552, Time = 2025-10-21 22:13:45.7
Delayed: E = 2.21788, Time = 2025-10-21 22:13:45.7
Prompt: E = 1.08466, Time = 2025-10-21 22:17:26.1
Delayed: E = 2.30899, Time = 2025-10-21 22:17:26.1
Prompt: E = 5.64894, Time = 2025-10-21 22:25:51.9
Delayed: E = 2.17075, Time = 2025-10-21 22:25:51.9
Prompt: E = 4.24285, Time = 2025-10-21 22:48:13.6
Delayed: E = 2.24338, Time = 2025-10-21 22:48:13.6
Prompt: E = 1.25924, Time = 2025-10-21 23:44:48.6
Delayed: E = 2.18588, Time = 2025-10-21 23:44:48.6
Prompt: E = 8.76993, Time = 2025-10-22 15:00:00.4
Delayed: E = 2.14574, Time = 2025-10-22 15:00:00.4
Prompt: E = 3.51155, Time = 2025-10-22 16:08:24.0
Delayed: E = 2.15808, Time = 2025-10-22 16:08:24.0
Prompt: E = 2.09623, Time = 2025-10-22 16:21:36.4
Delayed: E = 2.22151, Time = 2025-10-22 16:21:36.4
Prompt: E = 2.687, Time = 2025-10-22 16:25:17.8
Delayed: E = 2.07312, Time = 2025-10-22 16:25:17.8
Prompt: E = 4.37452, Time = 2025-10-22 16:55:00.9
Delayed: E = 2.21999, Time = 2025-10-22 16:55:00.9
Prompt: E = 5.52203, Time = 2025-10-22 18:42:57.7
Delayed: E = 2.24877, Time = 2025-10-22 18:42:57.7
Prompt: E = 2.73615, Time = 2025-10-22 18:49:06.0
Delayed: E = 2.14398, Time = 2025-10-22 18:49:06.0
Prompt: E = 3.53757, Time = 2025-10-22 18:52:49.0
Delayed: E = 2.12449, Time = 2025-10-22 18:52:49.0
Prompt: E = 2.01577, Time = 2025-10-22 19:17:05.1
Delayed: E = 2.07361, Time = 2025-10-22 19:17:05.1
Prompt: E = 4.27703, Time = 2025-10-22 19:38:59.2
Delayed: E = 2.16322, Time = 2025-10-22 19:38:59.2
Prompt: E = 2.61268, Time = 2025-10-22 19:52:48.2
Delayed: E = 2.06761, Time = 2025-10-22 19:52:48.2
Prompt: E = 2.23745, Time = 2025-10-22 19:55:52.2
Delayed: E = 2.34458, Time = 2025-10-22 19:55:52.2
Prompt: E = 1.05878, Time = 2025-10-22 21:18:42.1
Delayed: E = 2.22642, Time = 2025-10-22 21:18:42.1
Prompt: E = 4.60326, Time = 2025-10-22 21:28:57.9
Delayed: E = 2.16197, Time = 2025-10-22 21:28:57.9
Prompt: E = 4.52622, Time = 2025-10-22 21:29:08.7
Delayed: E = 2.10707, Time = 2025-10-22 21:29:08.7
Prompt: E = 2.96488, Time = 2025-10-22 21:30:41.6
Delayed: E = 2.12973, Time = 2025-10-22 21:30:41.6
Prompt: E = 3.39511, Time = 2025-10-22 21:48:02.1
Delayed: E = 2.22835, Time = 2025-10-22 21:48:02.1
Prompt: E = 2.70201, Time = 2025-10-22 22:08:56.7
Delayed: E = 2.0323, Time = 2025-10-22 22:08:56.7
Prompt: E = 3.49726, Time = 2025-10-22 22:14:16.7
Delayed: E = 2.25585, Time = 2025-10-22 22:14:16.7
Prompt: E = 4.21767, Time = 2025-10-22 22:16:37.8
Delayed: E = 2.13128, Time = 2025-10-22 22:16:37.8
Prompt: E = 1.35558, Time = 2025-10-22 23:59:32.6
Delayed: E = 2.17266, Time = 2025-10-22 23:59:32.6
Prompt: E = 6.55152, Time = 2025-10-23 00:06:52.5
Delayed: E = 2.19603, Time = 2025-10-23 00:06:52.5
Prompt: E = 1.96277, Time = 2025-10-23 00:50:43.0
Delayed: E = 2.23026, Time = 2025-10-23 00:50:43.0
Prompt: E = 3.99936, Time = 2025-10-23 00:52:15.5
Delayed: E = 2.22852, Time = 2025-10-23 00:52:15.5
Prompt: E = 6.93482, Time = 2025-10-23 08:31:34.8
Delayed: E = 2.10383, Time = 2025-10-23 08:31:34.8
Prompt: E = 3.74422, Time = 2025-10-23 08:51:24.0
Delayed: E = 2.12646, Time = 2025-10-23 08:51:24.0
Prompt: E = 5.09044, Time = 2025-10-23 08:55:13.2
Delayed: E = 2.11172, Time = 2025-10-23 08:55:13.2
Prompt: E = 3.83094, Time = 2025-10-23 11:47:05.2
Delayed: E = 2.16239, Time = 2025-10-23 11:47:05.2
Prompt: E = 1.86795, Time = 2025-10-23 11:55:44.6
Delayed: E = 2.15175, Time = 2025-10-23 11:55:44.6
Prompt: E = 1.88962, Time = 2025-10-23 12:00:40.6
Delayed: E = 2.27331, Time = 2025-10-23 12:00:40.6
Prompt: E = 3.03225, Time = 2025-10-23 14:26:35.9
Delayed: E = 2.22623, Time = 2025-10-23 14:26:35.9
Prompt: E = 3.47689, Time = 2025-10-23 16:32:20.6
Delayed: E = 2.13649, Time = 2025-10-23 16:32:20.6
Prompt: E = 3.27755, Time = 2025-10-23 16:57:10.6
Delayed: E = 2.25267, Time = 2025-10-23 16:57:10.6
Prompt: E = 1.55441, Time = 2025-10-23 16:57:44.4
Delayed: E = 2.19814, Time = 2025-10-23 16:57:44.4
Prompt: E = 1.70824, Time = 2025-10-23 17:34:15.4
Delayed: E = 2.20277, Time = 2025-10-23 17:34:15.4
Prompt: E = 3.62013, Time = 2025-10-23 18:06:29.5
Delayed: E = 2.18266, Time = 2025-10-23 18:06:29.5
Prompt: E = 4.15426, Time = 2025-10-23 18:29:14.8
Delayed: E = 2.01628, Time = 2025-10-23 18:29:14.8
Prompt: E = 3.17411, Time = 2025-10-23 18:32:04.1
Delayed: E = 2.21902, Time = 2025-10-23 18:32:04.1
Prompt: E = 4.22808, Time = 2025-10-23 19:22:18.8
Delayed: E = 2.16179, Time = 2025-10-23 19:22:18.8
Prompt: E = 4.2655, Time = 2025-10-23 19:50:27.2
Delayed: E = 2.1629, Time = 2025-10-23 19:50:27.2
Prompt: E = 4.04068, Time = 2025-10-23 21:40:15.3
Delayed: E = 2.19272, Time = 2025-10-23 21:40:15.3
Prompt: E = 4.30412, Time = 2025-10-23 21:51:37.8
Delayed: E = 2.14572, Time = 2025-10-23 21:51:37.8
Prompt: E = 1.1306, Time = 2025-10-23 21:52:54.9
Delayed: E = 2.28584, Time = 2025-10-23 21:52:54.9
Prompt: E = 6.42328, Time = 2025-10-23 22:15:47.0
Delayed: E = 2.13517, Time = 2025-10-23 22:15:47.0
Prompt: E = 5.11319, Time = 2025-10-23 22:29:50.7
Delayed: E = 2.22745, Time = 2025-10-23 22:29:50.7
Prompt: E = 4.41171, Time = 2025-10-23 23:17:43.7
Delayed: E = 2.22452, Time = 2025-10-23 23:17:43.7
Prompt: E = 2.15475, Time = 2025-10-23 23:54:12.6
Delayed: E = 2.09986, Time = 2025-10-23 23:54:12.6
Prompt: E = 1.19746, Time = 2025-10-24 00:01:47.5
Delayed: E = 2.15477, Time = 2025-10-24 00:01:47.5
Prompt: E = 5.55867, Time = 2025-10-24 00:39:07.3
Delayed: E = 2.27569, Time = 2025-10-24 00:39:07.3
Prompt: E = 2.01624, Time = 2025-10-24 01:12:11.9
Delayed: E = 2.10967, Time = 2025-10-24 01:12:11.9
Prompt: E = 3.56331, Time = 2025-10-24 01:30:31.0
Delayed: E = 2.11948, Time = 2025-10-24 01:30:31.0
Prompt: E = 4.93237, Time = 2025-10-24 01:33:37.2
Delayed: E = 2.22808, Time = 2025-10-24 01:33:37.2
Prompt: E = 4.38311, Time = 2025-10-24 01:55:29.5
Delayed: E = 2.25815, Time = 2025-10-24 01:55:29.5
Prompt: E = 1.00174, Time = 2025-10-24 02:03:02.6
Delayed: E = 2.2651, Time = 2025-10-24 02:03:02.6
Prompt: E = 4.71649, Time = 2025-10-24 03:24:14.4
Delayed: E = 2.18402, Time = 2025-10-24 03:24:14.4
Prompt: E = 6.01546, Time = 2025-10-24 03:26:05.0
Delayed: E = 2.27932, Time = 2025-10-24 03:26:05.0
Prompt: E = 5.81975, Time = 2025-10-24 03:37:36.9
Delayed: E = 2.1207, Time = 2025-10-24 03:37:36.9
Prompt: E = 3.13406, Time = 2025-10-24 04:47:22.7
Delayed: E = 2.2815, Time = 2025-10-24 04:47:22.7
Prompt: E = 4.3752, Time = 2025-10-24 05:06:04.8
Delayed: E = 2.19089, Time = 2025-10-24 05:06:04.8
Prompt: E = 1.24801, Time = 2025-10-24 06:53:43.5
Delayed: E = 2.20399, Time = 2025-10-24 06:53:43.5
Prompt: E = 2.41225, Time = 2025-10-24 07:03:47.1
Delayed: E = 2.19049, Time = 2025-10-24 07:03:47.1
Prompt: E = 1.63732, Time = 2025-10-24 08:05:11.3
Delayed: E = 2.14293, Time = 2025-10-24 08:05:11.3
Prompt: E = 6.32083, Time = 2025-10-24 08:12:37.5
Delayed: E = 2.06807, Time = 2025-10-24 08:12:37.5
Prompt: E = 1.40378, Time = 2025-10-24 08:20:00.4
Delayed: E = 2.3255, Time = 2025-10-24 08:20:00.4
Prompt: E = 1.44863, Time = 2025-10-24 08:20:41.1
Delayed: E = 2.26536, Time = 2025-10-24 08:20:41.1
Prompt: E = 4.72563, Time = 2025-10-24 08:47:27.2
Delayed: E = 2.22011, Time = 2025-10-24 08:47:27.2
Prompt: E = 2.18515, Time = 2025-10-24 09:29:02.4
Delayed: E = 2.17526, Time = 2025-10-24 09:29:02.4
Prompt: E = 3.59863, Time = 2025-10-24 09:48:13.6
Delayed: E = 2.23964, Time = 2025-10-24 09:48:13.6
Prompt: E = 1.15966, Time = 2025-10-24 10:20:19.6
Delayed: E = 2.18903, Time = 2025-10-24 10:20:19.6
Prompt: E = 6.28432, Time = 2025-10-24 10:22:00.5
Delayed: E = 2.17642, Time = 2025-10-24 10:22:00.5
Prompt: E = 4.81297, Time = 2025-10-24 11:06:30.0
Delayed: E = 2.16689, Time = 2025-10-24 11:06:30.0
Prompt: E = 1.10239, Time = 2025-10-24 11:20:14.3
Delayed: E = 2.15724, Time = 2025-10-24 11:20:14.3
Prompt: E = 7.68333, Time = 2025-10-24 11:31:13.2
Delayed: E = 2.16868, Time = 2025-10-24 11:31:13.2
Prompt: E = 3.3088, Time = 2025-10-24 12:47:33.3
Delayed: E = 2.2806, Time = 2025-10-24 12:47:33.3
Prompt: E = 4.53763, Time = 2025-10-24 12:49:55.3
Delayed: E = 2.09837, Time = 2025-10-24 12:49:55.3
Prompt: E = 2.84067, Time = 2025-10-24 14:04:14.1
Delayed: E = 2.1837, Time = 2025-10-24 14:04:14.1
Prompt: E = 3.30366, Time = 2025-10-24 14:42:21.8
Delayed: E = 2.16423, Time = 2025-10-24 14:42:21.8
Prompt: E = 3.02244, Time = 2025-10-24 14:59:58.8
Delayed: E = 2.14662, Time = 2025-10-24 14:59:58.8
Prompt: E = 2.4888, Time = 2025-10-24 15:26:14.7
Delayed: E = 2.11773, Time = 2025-10-24 15:26:14.7
Prompt: E = 2.87807, Time = 2025-10-24 15:52:38.7
Delayed: E = 2.10372, Time = 2025-10-24 15:52:38.7
Prompt: E = 3.10228, Time = 2025-10-24 16:04:16.2
Delayed: E = 2.30374, Time = 2025-10-24 16:04:16.2
Prompt: E = 2.04394, Time = 2025-10-24 16:29:46.9
Delayed: E = 2.18438, Time = 2025-10-24 16:29:46.9
Prompt: E = 1.08697, Time = 2025-10-24 16:42:13.2
Delayed: E = 2.09668, Time = 2025-10-24 16:42:13.2
Prompt: E = 4.3794, Time = 2025-10-24 16:53:16.8
Delayed: E = 2.22992, Time = 2025-10-24 16:53:16.8
Prompt: E = 5.48613, Time = 2025-10-24 16:57:04.0
Delayed: E = 2.17333, Time = 2025-10-24 16:57:04.0
Prompt: E = 4.82632, Time = 2025-10-24 17:04:27.3
Delayed: E = 2.14805, Time = 2025-10-24 17:04:27.3
Prompt: E = 4.13124, Time = 2025-10-24 20:18:30.5
Delayed: E = 2.27354, Time = 2025-10-24 20:18:30.5
Prompt: E = 2.86569, Time = 2025-10-24 20:18:43.9
Delayed: E = 2.25711, Time = 2025-10-24 20:18:43.9
Prompt: E = 3.49688, Time = 2025-10-24 21:01:38.3
Delayed: E = 2.17464, Time = 2025-10-24 21:01:38.3
Prompt: E = 2.01084, Time = 2025-10-24 22:11:06.1
Delayed: E = 2.21109, Time = 2025-10-24 22:11:06.1
Prompt: E = 1.56431, Time = 2025-10-24 22:31:08.2
Delayed: E = 2.11452, Time = 2025-10-24 22:31:08.2
Prompt: E = 6.32918, Time = 2025-10-24 22:39:15.1
Delayed: E = 2.26979, Time = 2025-10-24 22:39:15.1
Prompt: E = 8.42726, Time = 2025-10-24 23:16:42.3
Delayed: E = 2.1806, Time = 2025-10-24 23:16:42.3
Prompt: E = 4.21483, Time = 2025-10-25 00:08:52.2
Delayed: E = 2.20566, Time = 2025-10-25 00:08:52.2
Prompt: E = 6.78198, Time = 2025-10-25 00:16:06.9
Delayed: E = 2.21164, Time = 2025-10-25 00:16:06.9
Prompt: E = 2.24343, Time = 2025-10-25 01:00:06.0
Delayed: E = 2.14298, Time = 2025-10-25 01:00:06.0
Prompt: E = 3.63473, Time = 2025-10-25 01:58:03.1
Delayed: E = 2.18253, Time = 2025-10-25 01:58:03.1
Prompt: E = 3.36313, Time = 2025-10-25 02:37:27.7
Delayed: E = 2.229, Time = 2025-10-25 02:37:27.7
Prompt: E = 3.11807, Time = 2025-10-25 02:40:55.6
Delayed: E = 2.0556, Time = 2025-10-25 02:40:55.6
Prompt: E = 3.30104, Time = 2025-10-25 03:24:40.0
Delayed: E = 2.23709, Time = 2025-10-25 03:24:40.0
Prompt: E = 2.46826, Time = 2025-10-25 03:58:55.7
Delayed: E = 2.10923, Time = 2025-10-25 03:58:55.7
Prompt: E = 6.63609, Time = 2025-10-25 04:30:14.9
Delayed: E = 2.17671, Time = 2025-10-25 04:30:14.9
Prompt: E = 5.60007, Time = 2025-10-25 04:43:14.2
Delayed: E = 2.20485, Time = 2025-10-25 04:43:14.2
Prompt: E = 3.77102, Time = 2025-10-25 05:02:48.7
Delayed: E = 2.12392, Time = 2025-10-25 05:02:48.7
Prompt: E = 4.24638, Time = 2025-10-25 06:10:41.3
Delayed: E = 2.24444, Time = 2025-10-25 06:10:41.3
Prompt: E = 3.30335, Time = 2025-10-25 06:12:52.0
Delayed: E = 2.23939, Time = 2025-10-25 06:12:52.0
Prompt: E = 2.5831, Time = 2025-10-25 06:37:11.4
Delayed: E = 2.10321, Time = 2025-10-25 06:37:11.4
Prompt: E = 5.46881, Time = 2025-10-25 07:00:20.7
Delayed: E = 2.22209, Time = 2025-10-25 07:00:20.7
Prompt: E = 3.34526, Time = 2025-10-25 07:18:13.5
Delayed: E = 2.13025, Time = 2025-10-25 07:18:13.5
Prompt: E = 2.26917, Time = 2025-10-25 07:24:47.7
Delayed: E = 2.16664, Time = 2025-10-25 07:24:47.7
Prompt: E = 4.17205, Time = 2025-10-25 07:30:57.4
Delayed: E = 2.24945, Time = 2025-10-25 07:30:57.4
Prompt: E = 5.72961, Time = 2025-10-25 07:34:11.5
Delayed: E = 2.18144, Time = 2025-10-25 07:34:11.5
Prompt: E = 1.38179, Time = 2025-10-25 08:02:30.1
Delayed: E = 2.13989, Time = 2025-10-25 08:02:30.1
Prompt: E = 3.67834, Time = 2025-10-25 09:41:41.4
Delayed: E = 2.2006, Time = 2025-10-25 09:41:41.4
Prompt: E = 6.41207, Time = 2025-10-25 09:54:24.2
Delayed: E = 2.22084, Time = 2025-10-25 09:54:24.2
Prompt: E = 4.266, Time = 2025-10-25 09:59:12.8
Delayed: E = 2.21114, Time = 2025-10-25 09:59:12.8
Prompt: E = 3.63831, Time = 2025-10-25 10:36:24.3
Delayed: E = 2.13714, Time = 2025-10-25 10:36:24.3
Prompt: E = 2.05624, Time = 2025-10-25 11:19:38.7
Delayed: E = 2.1691, Time = 2025-10-25 11:19:38.7
Prompt: E = 4.91312, Time = 2025-10-25 11:39:23.3
Delayed: E = 2.1805, Time = 2025-10-25 11:39:23.3
Prompt: E = 5.56934, Time = 2025-10-25 14:04:04.0
Delayed: E = 2.2522, Time = 2025-10-25 14:04:04.0
Prompt: E = 4.56452, Time = 2025-10-25 14:07:19.4
Delayed: E = 2.12349, Time = 2025-10-25 14:07:19.4
Prompt: E = 2.43191, Time = 2025-10-25 15:07:26.2
Delayed: E = 2.30734, Time = 2025-10-25 15:07:26.2
Prompt: E = 6.33959, Time = 2025-10-25 15:56:47.0
Delayed: E = 2.08554, Time = 2025-10-25 15:56:47.0
Prompt: E = 2.58735, Time = 2025-10-25 17:11:47.4
Delayed: E = 2.28436, Time = 2025-10-25 17:11:47.4
Prompt: E = 7.21493, Time = 2025-10-25 18:05:45.6
Delayed: E = 2.09453, Time = 2025-10-25 18:05:45.6
Prompt: E = 2.93964, Time = 2025-10-25 18:20:07.6
Delayed: E = 2.26568, Time = 2025-10-25 18:20:07.6
Prompt: E = 2.67803, Time = 2025-10-25 18:30:30.0
Delayed: E = 2.19941, Time = 2025-10-25 18:30:30.0
Prompt: E = 4.91059, Time = 2025-10-25 18:45:59.5
Delayed: E = 2.13212, Time = 2025-10-25 18:45:59.5
Prompt: E = 7.16262, Time = 2025-10-25 19:19:41.5
Delayed: E = 2.23781, Time = 2025-10-25 19:19:41.5
Prompt: E = 3.93763, Time = 2025-10-25 19:23:38.1
Delayed: E = 2.23636, Time = 2025-10-25 19:23:38.1
Prompt: E = 1.12274, Time = 2025-10-25 19:53:52.7
Delayed: E = 2.19833, Time = 2025-10-25 19:53:52.7
Prompt: E = 2.07222, Time = 2025-10-26 00:04:21.2
Delayed: E = 2.27424, Time = 2025-10-26 00:04:21.2
Prompt: E = 2.67733, Time = 2025-10-26 00:12:27.0
Delayed: E = 2.19305, Time = 2025-10-26 00:12:27.0
Prompt: E = 5.61261, Time = 2025-10-26 00:22:01.7
Delayed: E = 2.20282, Time = 2025-10-26 00:22:01.7
Prompt: E = 2.23637, Time = 2025-10-26 02:23:34.7
Delayed: E = 2.33101, Time = 2025-10-26 02:23:34.7
Prompt: E = 1.54752, Time = 2025-10-26 02:55:22.2
Delayed: E = 2.09796, Time = 2025-10-26 02:55:22.2
Prompt: E = 4.57625, Time = 2025-10-26 03:55:31.8
Delayed: E = 2.11006, Time = 2025-10-26 03:55:31.8
Prompt: E = 6.49786, Time = 2025-10-26 05:07:12.6
Delayed: E = 2.16324, Time = 2025-10-26 05:07:12.6
Prompt: E = 7.97367, Time = 2025-10-26 06:06:05.3
Delayed: E = 2.14655, Time = 2025-10-26 06:06:05.3
Prompt: E = 6.75085, Time = 2025-10-26 06:17:42.1
Delayed: E = 2.22126, Time = 2025-10-26 06:17:42.1
Prompt: E = 2.59699, Time = 2025-10-26 06:27:51.8
Delayed: E = 2.17438, Time = 2025-10-26 06:27:51.8
Prompt: E = 3.11934, Time = 2025-10-26 07:31:31.8
Delayed: E = 2.1973, Time = 2025-10-26 07:31:31.8
Prompt: E = 3.96414, Time = 2025-10-26 08:15:01.9
Delayed: E = 2.07511, Time = 2025-10-26 08:15:01.9
Prompt: E = 2.86245, Time = 2025-10-26 08:19:05.7
Delayed: E = 2.20635, Time = 2025-10-26 08:19:05.7
Prompt: E = 4.80812, Time = 2025-10-26 08:23:39.8
Delayed: E = 2.09086, Time = 2025-10-26 08:23:39.8
Prompt: E = 2.52534, Time = 2025-10-26 09:41:23.6
Delayed: E = 2.1074, Time = 2025-10-26 09:41:23.6
Prompt: E = 1.71484, Time = 2025-10-26 11:01:32.2
Delayed: E = 2.15178, Time = 2025-10-26 11:01:32.2
Prompt: E = 2.43186, Time = 2025-10-26 11:11:31.6
Delayed: E = 2.14126, Time = 2025-10-26 11:11:31.6
Prompt: E = 5.73624, Time = 2025-10-26 11:23:56.2
Delayed: E = 2.14777, Time = 2025-10-26 11:23:56.2
Prompt: E = 6.45803, Time = 2025-10-26 11:36:59.7
Delayed: E = 2.28468, Time = 2025-10-26 11:36:59.7
Prompt: E = 2.43085, Time = 2025-10-26 11:38:36.9
Delayed: E = 2.26495, Time = 2025-10-26 11:38:36.9
Prompt: E = 5.87619, Time = 2025-10-26 12:58:50.4
Delayed: E = 2.14959, Time = 2025-10-26 12:58:50.4
Prompt: E = 2.5649, Time = 2025-10-26 13:35:35.2
Delayed: E = 2.16786, Time = 2025-10-26 13:35:35.2
Prompt: E = 6.29915, Time = 2025-10-26 14:08:16.3
Delayed: E = 2.17915, Time = 2025-10-26 14:08:16.3
Prompt: E = 4.25475, Time = 2025-10-26 14:34:58.9
Delayed: E = 2.14274, Time = 2025-10-26 14:34:58.9
Prompt: E = 4.38815, Time = 2025-10-26 14:48:07.5
Delayed: E = 2.18452, Time = 2025-10-26 14:48:07.5
Prompt: E = 3.45532, Time = 2025-10-26 15:04:54.1
Delayed: E = 2.19313, Time = 2025-10-26 15:04:54.1
Prompt: E = 7.93313, Time = 2025-10-26 15:38:41.7
Delayed: E = 2.18058, Time = 2025-10-26 15:38:41.7
Prompt: E = 1.57244, Time = 2025-10-26 16:10:21.2
Delayed: E = 2.20969, Time = 2025-10-26 16:10:21.2
Prompt: E = 1.41855, Time = 2025-10-26 16:21:43.2
Delayed: E = 2.18866, Time = 2025-10-26 16:21:43.2
Prompt: E = 5.80903, Time = 2025-10-26 17:36:09.8
Delayed: E = 2.23619, Time = 2025-10-26 17:36:09.8
Prompt: E = 1.70422, Time = 2025-10-26 17:36:09.9
Delayed: E = 2.32273, Time = 2025-10-26 17:36:09.9
Prompt: E = 2.62939, Time = 2025-10-26 17:36:09.9
Delayed: E = 2.17929, Time = 2025-10-26 17:36:09.9
Prompt: E = 3.62604, Time = 2025-10-26 17:36:10.0
Delayed: E = 2.19299, Time = 2025-10-26 17:36:10.0
Prompt: E = 5.84786, Time = 2025-10-26 17:45:33.7
Delayed: E = 2.20056, Time = 2025-10-26 17:45:33.7
Prompt: E = 1.67684, Time = 2025-10-26 18:58:35.8
Delayed: E = 2.21496, Time = 2025-10-26 18:58:35.8
Prompt: E = 8.89166, Time = 2025-10-26 19:22:29.7
Delayed: E = 2.18821, Time = 2025-10-26 19:22:29.7
Prompt: E = 1.57723, Time = 2025-10-26 20:31:53.2
Delayed: E = 2.18666, Time = 2025-10-26 20:31:53.2
Prompt: E = 2.24418, Time = 2025-10-26 20:33:14.5
Delayed: E = 2.13669, Time = 2025-10-26 20:33:14.5
Prompt: E = 3.67973, Time = 2025-10-26 21:37:31.8
Delayed: E = 2.27308, Time = 2025-10-26 21:37:31.8
Prompt: E = 4.15365, Time = 2025-10-26 21:48:10.1
Delayed: E = 2.10725, Time = 2025-10-26 21:48:10.1
Prompt: E = 2.27154, Time = 2025-10-26 22:19:51.8
Delayed: E = 2.18987, Time = 2025-10-26 22:19:51.8
Prompt: E = 3.94673, Time = 2025-10-26 23:43:16.2
Delayed: E = 2.12302, Time = 2025-10-26 23:43:16.2
Prompt: E = 5.09541, Time = 2025-10-27 00:04:47.5
Delayed: E = 2.2399, Time = 2025-10-27 00:04:47.5
Prompt: E = 3.19715, Time = 2025-10-27 00:05:51.1
Delayed: E = 2.16618, Time = 2025-10-27 00:05:51.1
Prompt: E = 6.4353, Time = 2025-10-27 00:06:25.7
Delayed: E = 2.19291, Time = 2025-10-27 00:06:25.7
Prompt: E = 1.32358, Time = 2025-10-27 00:26:56.8
Delayed: E = 2.09705, Time = 2025-10-27 00:26:56.8
Prompt: E = 1.44313, Time = 2025-10-27 00:58:08.8
Delayed: E = 2.11362, Time = 2025-10-27 00:58:08.8
